# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1211231	1211746	+	WP_003660737.1	WP_003660737.1		hypothetical protein		66586041	MC195_RS05890	516	171	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1212035	1212358	+					fdxA	66586042	MC195_RS05895	324		old_locus_tag=MC195_05920
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1212035	1212358	+	WP_003659181.1	WP_003659181.1		ferredoxin FdxA	fdxA	66586042	MC195_RS05895	324	107	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1212534	1212986	+						66586043	MC195_RS05900	453		old_locus_tag=MC195_05925
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1212534	1212986	+	WP_003659180.1	WP_003659180.1		CopD family protein		66586043	MC195_RS05900	453	150	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1213138	1213665	+						66586044	MC195_RS05905	528		old_locus_tag=MC195_05930
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1213138	1213665	+	WP_004460610.1	WP_004460610.1		protein disulfide oxidoreductase		66586044	MC195_RS05905	528	175	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1213824	1215323	-						66586045	MC195_RS05910	1500		old_locus_tag=MC195_05935
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1213824	1215323	-	WP_003673655.1	WP_003673655.1		alanine/glycine:cation symporter family protein		66586045	MC195_RS05910	1500	499	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1215486	1216793	-						66586046	MC195_RS05915	1308		old_locus_tag=MC195_05940
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1215486	1216793	-	WP_070472794.1	WP_070472794.1		solute carrier family 23 protein		66586046	MC195_RS05915	1308	435	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1217450	1218457	+						66586047	MC195_RS05920	1008		old_locus_tag=MC195_05945
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1217450	1218457	+	WP_081569936.1	WP_081569936.1		HEXXH motif-containing putative peptide modification protein		66586047	MC195_RS05920	1008	335	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1218441	1218842	+						66586048	MC195_RS05925	402		old_locus_tag=MC195_05950
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1218441	1218842	+	WP_003660749.1	WP_003660749.1		carboxymuconolactone decarboxylase family protein		66586048	MC195_RS05925	402	133	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1218796	1220061	+						66586049	MC195_RS05930	1266		old_locus_tag=MC195_05955
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1218796	1220061	+	WP_227502634.1	WP_227502634.1		MFS transporter		66586049	MC195_RS05930	1266	421	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1220212	1223439	+					ileS	66586050	MC195_RS05935	3228		old_locus_tag=MC195_05960
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1220212	1223439	+	WP_310788706.1	WP_310788706.1		isoleucine--tRNA ligase, N-acetyltransferase domain-containing	ileS	66586050	MC195_RS05935	3228	1075	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1223432	1223944	+					lspA	66586051	MC195_RS05940	513		old_locus_tag=MC195_05965
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1223432	1223944	+	WP_003672146.1	WP_003672146.1		signal peptidase II	lspA	66586051	MC195_RS05940	513	170	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1224174	1224671	+						66586052	MC195_RS05945	498		old_locus_tag=MC195_05970
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1224174	1224671	+	WP_003659168.1	WP_003659168.1		peptidylprolyl isomerase		66586052	MC195_RS05945	498	165	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1224789	1225958	+						66586053	MC195_RS05950	1170		old_locus_tag=MC195_05975
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1224789	1225958	+	WP_003660753.1	WP_003660753.1		homoserine O-acetyltransferase		66586053	MC195_RS05950	1170	389	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1226013	1226627	+					metW	66586054	MC195_RS05955	615		old_locus_tag=MC195_05980
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1226013	1226627	+	WP_003659165.1	WP_003659165.1		methionine biosynthesis protein MetW	metW	66586054	MC195_RS05955	615	204	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1226915	1227484	+						66586055	MC195_RS05960	570		old_locus_tag=MC195_05985
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1226915	1227484	+	WP_003659160.1	WP_003659160.1		tetratricopeptide repeat protein		66586055	MC195_RS05960	570	189	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1227620	1229899	-						66586056	MC195_RS05965	2280		old_locus_tag=MC195_05990
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1227620	1229899	-	WP_003669227.1	WP_003669227.1		TonB-dependent receptor		66586056	MC195_RS05965	2280	759	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1230306	1231778	-					guaB	66586057	MC195_RS05970	1473		old_locus_tag=MC195_05995
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1230306	1231778	-	WP_003659156.1	WP_003659156.1		IMP dehydrogenase	guaB	66586057	MC195_RS05970	1473	490	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1232245	1233048	+						66586058	MC195_RS05975	804		old_locus_tag=MC195_06000
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1232245	1233048	+	WP_003659154.1	WP_003659154.1		DsbC family protein		66586058	MC195_RS05975	804	267	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1233423	1234724	+						66586059	MC195_RS05980	1302		old_locus_tag=MC195_06005
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1233423	1234724	+	WP_003659152.1	WP_003659152.1		homoserine dehydrogenase		66586059	MC195_RS05980	1302	433	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1234952	1235626	+					yihA	66586060	MC195_RS05985	675		old_locus_tag=MC195_06010
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1234952	1235626	+	WP_003660759.1	WP_003660759.1		ribosome biogenesis GTP-binding protein YihA/YsxC	yihA	66586060	MC195_RS05985	675	224	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1235629	1236465	+					rsmI	66586061	MC195_RS05990	837		old_locus_tag=MC195_06015
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1235629	1236465	+	WP_081569938.1	WP_081569938.1		16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI	66586061	MC195_RS05990	837	278	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1236491	1236937	+						66586062	MC195_RS05995	447		old_locus_tag=MC195_06020
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1236491	1236937	+	WP_003673648.1	WP_003673648.1		GatB/YqeY domain-containing protein		66586062	MC195_RS05995	447	148	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1237031	1237291	-						66586063	MC195_RS06000	261		old_locus_tag=MC195_06025
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1237031	1237291	-	WP_064601942.1	WP_064601942.1		YfhL family 4Fe-4S dicluster ferredoxin		66586063	MC195_RS06000	261	86	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1237296	1237904	-						66586064	MC195_RS06005	609		old_locus_tag=MC195_06030
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1237296	1237904	-	WP_226889837.1	WP_226889837.1		type II restriction endonuclease		66586064	MC195_RS06005	609	202	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1238011	1238994	-					dcm	66586065	MC195_RS06010	984		old_locus_tag=MC195_06035
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1238011	1238994	-	WP_003660765.1	WP_003660765.1		DNA (cytosine-5-)-methyltransferase	dcm	66586065	MC195_RS06010	984	327	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1239009	1240418	-					yegQ	66586066	MC195_RS06015	1410		old_locus_tag=MC195_06040
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1239009	1240418	-	WP_003672143.1	WP_003672143.1		tRNA 5-hydroxyuridine modification protein YegQ	yegQ	66586066	MC195_RS06015	1410	469	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1240692	1242086	+						66586067	MC195_RS06020	1395		old_locus_tag=MC195_06045
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1240692	1242086	+	WP_003660769.1	WP_003660769.1		FAD-binding oxidoreductase		66586067	MC195_RS06020	1395	464	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1242274	1242942	+						66586068	MC195_RS06025	669		old_locus_tag=MC195_06050
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1242274	1242942	+	WP_003659132.1	WP_003659132.1		TerD family protein		66586068	MC195_RS06025	669	222	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1243002	1244525	-						66586069	MC195_RS06030	1524		old_locus_tag=MC195_06055
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1243002	1244525	-	WP_003659130.1	WP_003659130.1		efflux transporter outer membrane subunit		66586069	MC195_RS06030	1524	507	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1244535	1247690	-						66586070	MC195_RS06035	3156		old_locus_tag=MC195_06060
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1244535	1247690	-	WP_003666417.1	WP_003666417.1		efflux RND transporter permease subunit		66586070	MC195_RS06035	3156	1051	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1247704	1249125	-						66586071	MC195_RS06040	1422		old_locus_tag=MC195_06065
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1247704	1249125	-	WP_003659126.1	WP_003659126.1		efflux RND transporter periplasmic adaptor subunit		66586071	MC195_RS06040	1422	473	
gene	tRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1249502	1249575	+						66586072	MC195_RS06050	74		old_locus_tag=MC195_06075
tRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1249502	1249575	+				tRNA-Cys		66586072	MC195_RS06050	74		anticodon=GCA
gene	tRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1249621	1249707	+						66586073	MC195_RS06055	87		old_locus_tag=MC195_06080
tRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1249621	1249707	+				tRNA-Leu		66586073	MC195_RS06055	87		anticodon=TAA
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1249811	1250527	-					tsaA	66586074	MC195_RS06060	717		old_locus_tag=MC195_06085
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1249811	1250527	-	WP_003659120.1	WP_003659120.1		tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	tsaA	66586074	MC195_RS06060	717	238	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1250721	1251494	+						66586075	MC195_RS06065	774		old_locus_tag=MC195_06090
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1250721	1251494	+	WP_003659117.1	WP_003659117.1		ferredoxin--NADP reductase		66586075	MC195_RS06065	774	257	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1251544	1251978	-						66586076	MC195_RS06070	435		old_locus_tag=MC195_06095
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1251544	1251978	-	WP_081569939.1	WP_081569939.1		HIT family protein		66586076	MC195_RS06070	435	144	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1252095	1252745	+						66586077	MC195_RS06075	651		old_locus_tag=MC195_06100
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1252095	1252745	+	WP_003660780.1	WP_003660780.1		hypothetical protein		66586077	MC195_RS06075	651	216	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1252817	1254064	-						66586078	MC195_RS06080	1248		old_locus_tag=MC195_06105
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1252817	1254064	-	WP_003659110.1	WP_003659110.1		AI-2E family transporter		66586078	MC195_RS06080	1248	415	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1254201	1255901	-						66586079	MC195_RS06085	1701		old_locus_tag=MC195_06110
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1254201	1255901	-	WP_003659108.1	WP_003659108.1		BCCT family transporter		66586079	MC195_RS06085	1701	566	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1256413	1258311	+					ilvD	66586080	MC195_RS06090	1899		old_locus_tag=MC195_06115
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1256413	1258311	+	WP_081569940.1	WP_081569940.1		dihydroxy-acid dehydratase	ilvD	66586080	MC195_RS06090	1899	632	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1258437	1258841	+						66586081	MC195_RS06095	405		old_locus_tag=MC195_06120
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1258437	1258841	+	WP_003673641.1	WP_003673641.1		hypothetical protein		66586081	MC195_RS06095	405	134	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1258917	1259453	-					hpt	66586082	MC195_RS06100	537		old_locus_tag=MC195_06125
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1258917	1259453	-	WP_003659103.1	WP_003659103.1		hypoxanthine phosphoribosyltransferase	hpt	66586082	MC195_RS06100	537	178	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1259547	1260806	-						66586083	MC195_RS06105	1260		old_locus_tag=MC195_06130
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1259547	1260806	-	WP_003659102.1	WP_003659102.1		EstA family serine hydrolase		66586083	MC195_RS06105	1260	419	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1260901	1261797	-						66586084	MC195_RS06110	897		old_locus_tag=MC195_06135
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1260901	1261797	-	WP_003659100.1	WP_003659100.1		MaoC/PaaZ C-terminal domain-containing protein		66586084	MC195_RS06110	897	298	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1261863	1263230	-						66586085	MC195_RS06115	1368		old_locus_tag=MC195_06140
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1261863	1263230	-	WP_003659098.1	WP_003659098.1		3-oxoacyl-ACP reductase		66586085	MC195_RS06115	1368	455	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1263552	1264835	+						66586086	MC195_RS06120	1284		old_locus_tag=MC195_06145
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1263552	1264835	+	WP_003663304.1	WP_003663304.1		acetyl-CoA C-acetyltransferase		66586086	MC195_RS06120	1284	427	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1264940	1265929	-					ruvB	66586087	MC195_RS06125	990		old_locus_tag=MC195_06150
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1264940	1265929	-	WP_003660790.1	WP_003660790.1		Holliday junction branch migration DNA helicase RuvB	ruvB	66586087	MC195_RS06125	990	329	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1266237	1266749	+						66586088	MC195_RS06130	513		old_locus_tag=MC195_06155
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1266237	1266749	+	WP_003659093.1	WP_003659093.1		hypothetical protein		66586088	MC195_RS06130	513	170	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1266862	1267860	+					hemB	66586089	MC195_RS06135	999		old_locus_tag=MC195_06160
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1266862	1267860	+	WP_003659091.1	WP_003659091.1		porphobilinogen synthase	hemB	66586089	MC195_RS06135	999	332	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1268128	1270458	+						66586090	MC195_RS06140	2331		old_locus_tag=MC195_06165
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1268128	1270458	+	WP_003659090.1	WP_003659090.1		NADP-dependent malic enzyme		66586090	MC195_RS06140	2331	776	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1270563	1271732	+						66586091	MC195_RS06145	1170		old_locus_tag=MC195_06170
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1270563	1271732	+	WP_003659089.1	WP_003659089.1		tRNA nucleotidyltransferase		66586091	MC195_RS06145	1170	389	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1271749	1272516	+						66586092	MC195_RS06150	768		old_locus_tag=MC195_06175
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1271749	1272516	+	WP_003659088.1	WP_003659088.1		pteridine reductase		66586092	MC195_RS06150	768	255	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1272816	1274204	+						66586093	MC195_RS06155	1389		old_locus_tag=MC195_06180
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1272816	1274204	+	WP_081569941.1	WP_081569941.1		APC family permease		66586093	MC195_RS06155	1389	462	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1274338	1274928	-						66586094	MC195_RS06160	591		old_locus_tag=MC195_06185
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1274338	1274928	-	WP_227547019.1	WP_227547019.1		TetR/AcrR family transcriptional regulator; helix-turn-helix transcriptional regulator		66586094	MC195_RS06160	591	196	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1275439	1276617	+						66586095	MC195_RS06165	1179		old_locus_tag=MC195_06190
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1275439	1276617	+	WP_003659082.1	WP_003659082.1		fatty acid desaturase		66586095	MC195_RS06165	1179	392	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1276711	1278207	+						66586096	MC195_RS06170	1497		old_locus_tag=MC195_06195
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1276711	1278207	+	WP_081569943.1	WP_081569943.1		YdiU family protein		66586096	MC195_RS06170	1497	498	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1278359	1278541	+					ccoS	66586097	MC195_RS06175	183		old_locus_tag=MC195_06200
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1278359	1278541	+	WP_003666384.1	WP_003666384.1		cbb3-type cytochrome oxidase assembly protein CcoS	ccoS	66586097	MC195_RS06175	183	60	
